,Gene,Ensembl,gene,pvalue,padj
13144,DHCR7,ENSG00000172893,ENSG00000172893,0.228401672407,0.33117005014
4089,HMGCS1,ENSG00000112972,ENSG00000112972,0.2284885233,0.331268366628
11998,SOAT2,ENSG00000167780,ENSG00000167780,0.228715957075,0.331570470317
4843,RAD23B,ENSG00000119318,ENSG00000119318,0.228820911816,0.331694980086
9948,ST3GAL2,ENSG00000157350,ENSG00000157350,0.228946249958,0.331849014084
630,USP28,ENSG00000048028,ENSG00000048028,0.229018485886,0.331926059155
640,MRPS10,ENSG00000048544,ENSG00000048544,0.229062551667,0.331950828524
14241,ALOX12B,ENSG00000179477,ENSG00000179477,0.229073742202,0.331950828524
3276,ZNHIT1,ENSG00000106400,ENSG00000106400,0.229213464408,0.332110321134
4902,RBM25,ENSG00000119707,ENSG00000119707,0.229221989971,0.332110321134
9517,FAM49B,ENSG00000153310,ENSG00000153310,0.229300830792,0.332196881121
906,NTHL1,ENSG00000065057,ENSG00000065057,0.229326093166,0.33220581201
6586,RSG1,ENSG00000132881,ENSG00000132881,0.229431546498,0.332330897771
2788,AQP8,ENSG00000103375,ENSG00000103375,0.229482718773,0.332377343302
4870,CSF3R,ENSG00000119535,ENSG00000119535,0.229638244274,0.332566045039
17533,DIO2,ENSG00000211448,ENSG00000211448,0.22965124076,0.332566045039
17290,RANBP17,ENSG00000204764,ENSG00000204764,0.229877660874,0.332866220836
15791,OR52B6,ENSG00000187747,ENSG00000187747,0.229916086621,0.332894150721
4533,ATP5F1,ENSG00000116459,ENSG00000116459,0.230128047963,0.333173316215
15869,PLA2G4E,ENSG00000188089,ENSG00000188089,0.2301728178,0.333210399936
10780,BMP10,ENSG00000163217,ENSG00000163217,0.230267555665,0.333319807839
15929,H3F3C,ENSG00000188375,ENSG00000188375,0.230369796981,0.333440058119
15375,ZNF696,ENSG00000185730,ENSG00000185730,0.230501761174,0.333603306067
6129,GDPD2,ENSG00000130055,ENSG00000130055,0.230555392327,0.333653165517
2349,SERPINA4,ENSG00000100665,ENSG00000100665,0.230692033241,0.333823136031
8556,SLC26A1,ENSG00000145217,ENSG00000145217,0.230849389948,0.334023052583
4320,FAHD2A,ENSG00000115042,ENSG00000115042,0.230913795354,0.33408845298
15526,ZNF75D,ENSG00000186376,ENSG00000186376,0.230974314573,0.334127822574
17795,CXorf49,ENSG00000215115,ENSG00000215115,0.230979423194,0.334127822574
14389,ZSCAN4,ENSG00000180532,ENSG00000180532,0.23109584819,0.334268441648
11846,COQ7,ENSG00000167186,ENSG00000167186,0.231314453226,0.334556823303
7613,RAP1GDS1,ENSG00000138698,ENSG00000138698,0.231413622167,0.334644605336
5220,PQLC1,ENSG00000122490,ENSG00000122490,0.231396418833,0.334644605336
10300,C21orf33,ENSG00000160221,ENSG00000160221,0.231478395185,0.334704549215
13204,VANGL1,ENSG00000173218,ENSG00000173218,0.231493557436,0.334704549215
15427,NKAIN3,ENSG00000185942,ENSG00000185942,0.231582867628,0.334805849599
4122,RNF130,ENSG00000113269,ENSG00000113269,0.231718788341,0.334974513686
14249,LSMEM2,ENSG00000179564,ENSG00000179564,0.231759228119,0.334977297311
9519,TRAPPC8,ENSG00000153339,ENSG00000153339,0.231750620046,0.334977297311
14764,ALG12,ENSG00000182858,ENSG00000182858,0.231872376919,0.33511299406
14953,FIGLA,ENSG00000183733,ENSG00000183733,0.231902880792,0.335129235804
4813,UBN1,ENSG00000118900,ENSG00000118900,0.231998869836,0.335220552999
13956,PNPLA2,ENSG00000177666,ENSG00000177666,0.232004612679,0.335220552999
17033,FCGR3A,ENSG00000203747,ENSG00000203747,0.232076938962,0.335297205419
11555,KCNC2,ENSG00000166006,ENSG00000166006,0.232100627519,0.335303580741
13450,B4GAT1,ENSG00000174684,ENSG00000174684,0.23212061228,0.335304604767
15778,C2orf88,ENSG00000187699,ENSG00000187699,0.232147504192,0.335304787741
11864,POP5,ENSG00000167272,ENSG00000167272,0.232159290805,0.335304787741
9424,GRIA4,ENSG00000152578,ENSG00000152578,0.23219264833,0.335325123927
15515,BACE1,ENSG00000186318,ENSG00000186318,0.232247666135,0.335376735216
11214,NEUROD6,ENSG00000164600,ENSG00000164600,0.232331734766,0.335470285237
317,ELOVL5,ENSG00000012660,ENSG00000012660,0.232442722313,0.335602685478
12362,CRADD,ENSG00000169372,ENSG00000169372,0.232514128172,0.335677920123
7542,DNA2,ENSG00000138346,ENSG00000138346,0.232588109307,0.335756859867
5255,DCAF10,ENSG00000122741,ENSG00000122741,0.232637778929,0.33580069409
10806,GPR155,ENSG00000163328,ENSG00000163328,0.232706634975,0.335872213357
3790,TSPAN11,ENSG00000110900,ENSG00000110900,0.23289953975,0.336122749021
13219,MZT2A,ENSG00000173272,ENSG00000173272,0.233032703281,0.336287031157
1551,C1QTNF3,ENSG00000082196,ENSG00000082196,0.233083746155,0.336317815911
17751,ZSWIM8,ENSG00000214655,ENSG00000214655,0.233092704146,0.336317815911
10102,PKD1L1,ENSG00000158683,ENSG00000158683,0.233253812048,0.336522357184
4769,SPACA1,ENSG00000118434,ENSG00000118434,0.23333185947,0.336607040594
15814,C2orf78,ENSG00000187833,ENSG00000187833,0.233505745108,0.336821155813
2342,CEP128,ENSG00000100629,ENSG00000100629,0.233519007709,0.336821155813
5603,FNDC11,ENSG00000125531,ENSG00000125531,0.233589695471,0.3368951789
567,CDH10,ENSG00000040731,ENSG00000040731,0.233686301424,0.337006567176
13175,DEC1,ENSG00000173077,ENSG00000173077,0.233853414729,0.337219609485
8281,ANXA9,ENSG00000143412,ENSG00000143412,0.233942524797,0.337320144135
15895,DCUN1D3,ENSG00000188215,ENSG00000188215,0.2339652071,0.337324888313
629,ROS1,ENSG00000047936,ENSG00000047936,0.233985085505,0.337325589454
14514,DDN,ENSG00000181418,ENSG00000181418,0.234012575748,0.337337263208
5908,SPINK2,ENSG00000128040,ENSG00000128040,0.234165915962,0.337530337103
14101,GTPBP6,ENSG00000178605,ENSG00000178605,0.234410763581,0.337855268248
8087,ZFP14,ENSG00000142065,ENSG00000142065,0.234550883182,0.338029213998
9366,GPATCH11,ENSG00000152133,ENSG00000152133,0.234584610436,0.338049813481
14404,PRF1,ENSG00000180644,ENSG00000180644,0.234865503099,0.33842655951
11013,UVSSA,ENSG00000163945,ENSG00000163945,0.23499300822,0.338554197282
1322,EXOSC7,ENSG00000075914,ENSG00000075914,0.234974465957,0.338554197282
7245,OR13C9,ENSG00000136839,ENSG00000136839,0.235179050146,0.338783796671
1434,BPIFB2,ENSG00000078898,ENSG00000078898,0.235191326738,0.338783796671
57,ARHGAP33,ENSG00000004777,ENSG00000004777,0.235220201895,0.338797334766
7027,EMX1,ENSG00000135638,ENSG00000135638,0.235309998016,0.338898610324
8345,NVL,ENSG00000143748,ENSG00000143748,0.235375728174,0.338965211656
18022,TAS2R46,ENSG00000226761,ENSG00000226761,0.235407787627,0.338983316703
4757,CA14,ENSG00000118298,ENSG00000118298,0.235488829822,0.339071947252
1516,CDH7,ENSG00000081138,ENSG00000081138,0.235623053507,0.339237130919
14598,SNRPE,ENSG00000182004,ENSG00000182004,0.235646941529,0.339243445163
805,STYK1,ENSG00000060140,ENSG00000060140,0.235682759518,0.339266931629
6288,NUTM2F,ENSG00000130950,ENSG00000130950,0.235705473581,0.339271552581
15707,KRT12,ENSG00000187242,ENSG00000187242,0.235775614507,0.339336128196
2877,CALB1,ENSG00000104327,ENSG00000104327,0.235789352199,0.339336128196
11143,ENPP6,ENSG00000164303,ENSG00000164303,0.235830878589,0.339367813787
9206,PIH1D2,ENSG00000150773,ENSG00000150773,0.235871591504,0.339398323618
10709,CAPN13,ENSG00000162949,ENSG00000162949,0.23604236614,0.339615960216
5108,IAPP,ENSG00000121351,ENSG00000121351,0.236090600255,0.339657265027
17431,VCX3B,ENSG00000205642,ENSG00000205642,0.236146388775,0.339709430428
5567,UPF3B,ENSG00000125351,ENSG00000125351,0.236376569185,0.340012438682
7676,C1RL,ENSG00000139178,ENSG00000139178,0.236462018103,0.340107227129
17540,TSSK1B,ENSG00000212122,ENSG00000212122,0.236499556736,0.340133095446
9562,SREK1,ENSG00000153914,ENSG00000153914,0.236528637242,0.340146796034
9843,SH3RF2,ENSG00000156463,ENSG00000156463,0.236590353683,0.340207423519
17787,C22orf29,ENSG00000215012,ENSG00000215012,0.236651841658,0.340267712485
4695,DIEXF,ENSG00000117597,ENSG00000117597,0.236730187061,0.340344631434
13535,YPEL2,ENSG00000175155,ENSG00000175155,0.23674446912,0.340344631434
15542,SPATA12,ENSG00000186451,ENSG00000186451,0.236773700827,0.340358526228
6239,POMT1,ENSG00000130714,ENSG00000130714,0.236891481887,0.340499696532
17997,FAM229A,ENSG00000225828,ENSG00000225828,0.236962300246,0.340573346507
8640,LECT2,ENSG00000145826,ENSG00000145826,0.237081090322,0.340715925822
13364,TLR1,ENSG00000174125,ENSG00000174125,0.23722695068,0.340897381833
17871,UMAD1,ENSG00000219545,ENSG00000219545,0.237315178004,0.340995995489
13716,ZNF404,ENSG00000176222,ENSG00000176222,0.237564643588,0.341326255489
5032,WBP4,ENSG00000120688,ENSG00000120688,0.237609849928,0.34136301119
6980,TESPA1,ENSG00000135426,ENSG00000135426,0.23769693664,0.341431726908
18209,ANKRD65,ENSG00000235098,ENSG00000235098,0.237683789425,0.341431726908
10798,PAQR3,ENSG00000163291,ENSG00000163291,0.237969415236,0.341794895387
352,COX15,ENSG00000014919,ENSG00000014919,0.23803298832,0.341857978189
15091,ACTRT3,ENSG00000184378,ENSG00000184378,0.23816924712,0.341987424315
13593,TBC1D10C,ENSG00000175463,ENSG00000175463,0.238182100924,0.341987424315
3983,ZNF451,ENSG00000112200,ENSG00000112200,0.238163288151,0.341987424315
4151,AGXT2,ENSG00000113492,ENSG00000113492,0.23825093466,0.342058023144
11522,FRAT1,ENSG00000165879,ENSG00000165879,0.238323080459,0.342133365073
11417,FOLR2,ENSG00000165457,ENSG00000165457,0.238397364262,0.342211763603
15616,KRT16,ENSG00000186832,ENSG00000186832,0.238470091782,0.342259673807
16420,ZNF429,ENSG00000197013,ENSG00000197013,0.238452805697,0.342259673807
256,PHF7,ENSG00000010318,ENSG00000010318,0.238526187976,0.342273942144
5645,FOXA2,ENSG00000125798,ENSG00000125798,0.238539062984,0.342273942144
9118,KIAA1755,ENSG00000149633,ENSG00000149633,0.238528417235,0.342273942144
11768,CHP2,ENSG00000166869,ENSG00000166869,0.238672329009,0.342436915466
2768,METRN,ENSG00000103260,ENSG00000103260,0.23871599363,0.342471316222
7686,SLC38A4,ENSG00000139209,ENSG00000139209,0.238909749241,0.342721019961
11804,TCP10L2,ENSG00000166984,ENSG00000166984,0.238978003954,0.342790663708
14405,OR2A4,ENSG00000180658,ENSG00000180658,0.23921928305,0.343108462125
4713,ARID1A,ENSG00000117713,ENSG00000117713,0.239307695587,0.343206972111
6511,EIF5A,ENSG00000132507,ENSG00000132507,0.239376751854,0.343277708037
5410,ATP5E,ENSG00000124172,ENSG00000124172,0.239647121312,0.343637101246
17549,KRTAP9-6,ENSG00000212659,ENSG00000212659,0.239696433436,0.34367948068
7649,MAPK8IP3,ENSG00000138834,ENSG00000138834,0.239908550566,0.343955265564
4056,DNPH1,ENSG00000112667,ENSG00000112667,0.24011867159,0.344228143424
16900,APCDD1L,ENSG00000198768,ENSG00000198768,0.240166990219,0.344269039543
1445,XRCC5,ENSG00000079246,ENSG00000079246,0.240303904945,0.344436917149
6632,IRS4,ENSG00000133124,ENSG00000133124,0.240364636,0.344495579074
658,RCN1,ENSG00000049449,ENSG00000049449,0.240515134263,0.344682876957
16469,ADGRA1,ENSG00000197177,ENSG00000197177,0.24055325418,0.344709107542
3049,CCDC9,ENSG00000105321,ENSG00000105321,0.240590538185,0.344734136057
3831,CUX2,ENSG00000111249,ENSG00000111249,0.240703917406,0.344868185757
5971,IRF5,ENSG00000128604,ENSG00000128604,0.240803638552,0.344982646402
6750,GNAT2,ENSG00000134183,ENSG00000134183,0.240892429109,0.345081429989
15975,IGFL3,ENSG00000188624,ENSG00000188624,0.240956608687,0.345144944673
10873,FCRL1,ENSG00000163534,ENSG00000163534,0.241298481888,0.345606182992
14052,TMEM151B,ENSG00000178233,ENSG00000178233,0.241535330754,0.34591355792
6548,ATP1A4,ENSG00000132681,ENSG00000132681,0.241555571755,0.34591355792
16087,BLOC1S3,ENSG00000189114,ENSG00000189114,0.241572745134,0.34591355792
5609,CHCHD5,ENSG00000125611,ENSG00000125611,0.241782464166,0.346185362102
9018,PAOX,ENSG00000148832,ENSG00000148832,0.241815377664,0.346203991314
9265,ALLC,ENSG00000151360,ENSG00000151360,0.242063206028,0.346528428946
6470,PTCD3,ENSG00000132300,ENSG00000132300,0.242081832052,0.346528428946
2296,GZMH,ENSG00000100450,ENSG00000100450,0.24224021586,0.346726615229
9611,ABCA6,ENSG00000154262,ENSG00000154262,0.242340988367,0.346842314682
11982,KLK4,ENSG00000167749,ENSG00000167749,0.242367463883,0.346851668798
9112,TMEM25,ENSG00000149582,ENSG00000149582,0.242508890014,0.347025513474
14683,PGBD4,ENSG00000182405,ENSG00000182405,0.242535417764,0.347034925723
1349,MBNL3,ENSG00000076770,ENSG00000076770,0.242585477988,0.347078005396
14288,CITED4,ENSG00000179862,ENSG00000179862,0.242620101299,0.347098993511
9598,CDH12,ENSG00000154162,ENSG00000154162,0.242870133562,0.347428122806
8375,RHOB,ENSG00000143878,ENSG00000143878,0.242892946313,0.347432184945
3143,MAG,ENSG00000105695,ENSG00000105695,0.242938800219,0.347469201596
6338,IDO1,ENSG00000131203,ENSG00000131203,0.24301961285,0.347545117456
9051,SLC43A1,ENSG00000149150,ENSG00000149150,0.243051816835,0.347545117456
1135,TRPM5,ENSG00000070985,ENSG00000070985,0.243050414132,0.347545117456
1342,TRAF4,ENSG00000076604,ENSG00000076604,0.243139088793,0.347641332365
18009,TEX22,ENSG00000226174,ENSG00000226174,0.243228032135,0.347739921015
4655,CR2,ENSG00000117322,ENSG00000117322,0.243249053262,0.347741393943
16635,ZNF44,ENSG00000197857,ENSG00000197857,0.243373576624,0.347890818093
1502,HSP90AA1,ENSG00000080824,ENSG00000080824,0.243615685282,0.348208286399
7043,AGT,ENSG00000135744,ENSG00000135744,0.243743662347,0.348333963731
5728,PROZ,ENSG00000126231,ENSG00000126231,0.243738189606,0.348333963731
10921,CCNL1,ENSG00000163660,ENSG00000163660,0.24384220262,0.348446160731
10368,CHRNB2,ENSG00000160716,ENSG00000160716,0.244180626535,0.348901100589
17755,ARHGEF33,ENSG00000214694,ENSG00000214694,0.244289704294,0.349012282857
3315,TBL2,ENSG00000106638,ENSG00000106638,0.244298566028,0.349012282857
9647,PSMA8,ENSG00000154611,ENSG00000154611,0.244337721082,0.349039554753
16686,CCDC151,ENSG00000198003,ENSG00000198003,0.24440916366,0.349112941523
5478,MRS2,ENSG00000124532,ENSG00000124532,0.244517677481,0.349239264289
14472,FCRL6,ENSG00000181036,ENSG00000181036,0.244569532453,0.349284648359
3463,RPL28,ENSG00000108107,ENSG00000108107,0.24462212655,0.349287243359
16365,MAML3,ENSG00000196782,ENSG00000196782,0.244631588723,0.349287243359
11362,C9orf84,ENSG00000165181,ENSG00000165181,0.244592241879,0.349287243359
2526,CDH20,ENSG00000101542,ENSG00000101542,0.244710875865,0.349371773283
6355,C3orf20,ENSG00000131379,ENSG00000131379,0.244757801061,0.349410090231
5109,KCNJ8,ENSG00000121361,ENSG00000121361,0.244868598956,0.349518072066
8913,C9orf72,ENSG00000147894,ENSG00000147894,0.24487362715,0.349518072066
50,FKBP4,ENSG00000004478,ENSG00000004478,0.244909067375,0.349539975958
10301,ICOSLG,ENSG00000160223,ENSG00000160223,0.244939694854,0.349555007958
16967,PRMT6,ENSG00000198890,ENSG00000198890,0.245031480975,0.349657310219
17212,PRAMEF19,ENSG00000204480,ENSG00000204480,0.245126315848,0.349763945876
6514,SLC52A1,ENSG00000132517,ENSG00000132517,0.24523633526,0.349892228662
8538,TCTA,ENSG00000145022,ENSG00000145022,0.245281072521,0.349927356394
14651,KCNA4,ENSG00000182255,ENSG00000182255,0.245534464723,0.350260129068
2564,NXT2,ENSG00000101888,ENSG00000101888,0.245676720734,0.350434322031
16214,GRM7,ENSG00000196277,ENSG00000196277,0.245696954507,0.350434447658
12960,GAP43,ENSG00000172020,ENSG00000172020,0.24574113572,0.350468726396
13543,INHBC,ENSG00000175189,ENSG00000175189,0.24586097255,0.350610888465
12328,LMAN2,ENSG00000169223,ENSG00000169223,0.245958027269,0.350720541384
968,ZBTB11,ENSG00000066422,ENSG00000066422,0.245989180551,0.350736212761
16049,UTS2B,ENSG00000188958,ENSG00000188958,0.246363141121,0.351240622883
6692,LRRCC1,ENSG00000133739,ENSG00000133739,0.246421164243,0.351294554336
12228,ADAL,ENSG00000168803,ENSG00000168803,0.246450142,0.351307073678
12241,ATOH8,ENSG00000168874,ENSG00000168874,0.246546318351,0.351415372642
3229,COBL,ENSG00000106078,ENSG00000106078,0.246598874573,0.351461484899
10505,PRR35,ENSG00000161992,ENSG00000161992,0.246635762426,0.351485260314
10277,TFF3,ENSG00000160180,ENSG00000160180,0.246659876115,0.351490828624
18111,ANKRD63,ENSG00000230778,ENSG00000230778,0.246832349631,0.351707791762
2374,ARHGAP5,ENSG00000100852,ENSG00000100852,0.247013225243,0.3519366904
2116,RANBP1,ENSG00000099901,ENSG00000099901,0.24727703651,0.352283705987
937,SEC61A2,ENSG00000065665,ENSG00000065665,0.247372315685,0.352390584829
6934,UGT2A3,ENSG00000135220,ENSG00000135220,0.247698104942,0.352825789017
6137,ELOF1,ENSG00000130165,ENSG00000130165,0.247719281011,0.35282706077
17511,FOXL2NB,ENSG00000206262,ENSG00000206262,0.248111077424,0.353356164384
36,ALS2,ENSG00000003393,ENSG00000003393,0.248304512819,0.353602701636
16025,FAM26F,ENSG00000188820,ENSG00000188820,0.248468504279,0.353807271769
5607,PLGLB2,ENSG00000125551,ENSG00000125551,0.248533295613,0.353841600687
13634,LINC00116,ENSG00000175701,ENSG00000175701,0.248526617928,0.353841600687
10034,RHPN1,ENSG00000158106,ENSG00000158106,0.248581146963,0.353851804535
17950,CDRT15,ENSG00000223510,ENSG00000223510,0.248573923031,0.353851804535
7410,SLC37A4,ENSG00000137700,ENSG00000137700,0.248695529105,0.353985658194
17262,HLA-G,ENSG00000204632,ENSG00000204632,0.248926779979,0.354285823739
1900,PUS7,ENSG00000091127,ENSG00000091127,0.249220765784,0.354675220552
4390,DNAH6,ENSG00000115423,ENSG00000115423,0.24933837967,0.354813572837
5783,SIX1,ENSG00000126778,ENSG00000126778,0.249601415209,0.355137486784
13560,VWA3A,ENSG00000175267,ENSG00000175267,0.249606836069,0.355137486784
12846,NEUROD2,ENSG00000171532,ENSG00000171532,0.249665980813,0.355192584955
11879,OR51I1,ENSG00000167359,ENSG00000167359,0.251220270791,0.355239758027
13099,MOS,ENSG00000172680,ENSG00000172680,0.251219916837,0.355239758027
12769,CSN3,ENSG00000171209,ENSG00000171209,0.251219832311,0.355239758027
12544,ZNF212,ENSG00000170260,ENSG00000170260,0.251252946797,0.355239758027
17416,OR51A4,ENSG00000205497,ENSG00000205497,0.251219996678,0.355239758027
16622,OR5B17,ENSG00000197786,ENSG00000197786,0.251219894884,0.355239758027
607,MAGEC2,ENSG00000046774,ENSG00000046774,0.251263532557,0.355239758027
8612,HAPLN1,ENSG00000145681,ENSG00000145681,0.250312379046,0.355239758027
14148,TPRX1,ENSG00000178928,ENSG00000178928,0.251220198033,0.355239758027
14979,FAM162B,ENSG00000183807,ENSG00000183807,0.250816967719,0.355239758027
131,DLX6,ENSG00000006377,ENSG00000006377,0.251220474987,0.355239758027
173,TRAPPC6A,ENSG00000007255,ENSG00000007255,0.251271628788,0.355239758027
2682,DHRS12,ENSG00000102796,ENSG00000102796,0.250379837426,0.355239758027
15672,OR2AK2,ENSG00000187080,ENSG00000187080,0.251219845145,0.355239758027
2083,STX1B,ENSG00000099365,ENSG00000099365,0.250162426962,0.355239758027
14523,OR6T1,ENSG00000181499,ENSG00000181499,0.251219789525,0.355239758027
15661,KRTAP21-2,ENSG00000187026,ENSG00000187026,0.251219803383,0.355239758027
14351,ADGRD2,ENSG00000180264,ENSG00000180264,0.251224214261,0.355239758027
15080,IQCF2,ENSG00000184345,ENSG00000184345,0.251219900273,0.355239758027
5878,OR1E2,ENSG00000127780,ENSG00000127780,0.251220342771,0.355239758027
13301,SPATA3,ENSG00000173699,ENSG00000173699,0.251234743334,0.355239758027
11452,OTX2,ENSG00000165588,ENSG00000165588,0.251219823173,0.355239758027
2907,GSDMD,ENSG00000104518,ENSG00000104518,0.250659290798,0.355239758027
12650,OR10A3,ENSG00000170683,ENSG00000170683,0.251219839973,0.355239758027
3590,NAT9,ENSG00000109065,ENSG00000109065,0.249866942137,0.355239758027
12411,CKAP2L,ENSG00000169607,ENSG00000169607,0.251135817752,0.355239758027
5321,HOXC13,ENSG00000123364,ENSG00000123364,0.251220896361,0.355239758027
13273,NLRP13,ENSG00000173572,ENSG00000173572,0.251221825935,0.355239758027
17152,TMEM225,ENSG00000204300,ENSG00000204300,0.25121976217,0.355239758027
12949,C11orf40,ENSG00000171987,ENSG00000171987,0.251219872143,0.355239758027
7055,RGS8,ENSG00000135824,ENSG00000135824,0.251222312344,0.355239758027
15753,TMEM247,ENSG00000187600,ENSG00000187600,0.251222493161,0.355239758027
18232,PATE3,ENSG00000236027,ENSG00000236027,0.251220278636,0.355239758027
3279,GLCCI1,ENSG00000106415,ENSG00000106415,0.250949808211,0.355239758027
7800,RDH12,ENSG00000139988,ENSG00000139988,0.251259779904,0.355239758027
18238,CLEC2L,ENSG00000236279,ENSG00000236279,0.251219910773,0.355239758027
11034,METAP1,ENSG00000164024,ENSG00000164024,0.249778564901,0.355239758027
14068,CALML5,ENSG00000178372,ENSG00000178372,0.251219964317,0.355239758027
8080,CIB3,ENSG00000141977,ENSG00000141977,0.25122008805,0.355239758027
